_id,PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone,GPCluster
562,60181,Dr Friel & Dr Bagnall,3897,Dr Friel & Dr Bagnall,Rutherglen Health Centre,130 Stonelaw Road,RUTHERGLEN,G73 2PQ,0141 531  4128,17J,N,S08000032,S37000028,S01012860,Rutherglen
563,60196,Parkview Practice,2042,Parkview Practice,Rutherglen Health Centre,"130 Stonelaw Road, Rutherglen",GLASGOW,G73 2PQ,0141 473  1080,17J,N,S08000032,S37000028,S01012860,Rutherglen
564,60209,Ardoch Medical Practice,4121,Ardoch Medical Practice,Ardoch Medical Centre,Cambuslang,GLASGOW,G72 8HA,"",17J,N,S08000032,S37000028,S01012845,Cambuslang
565,60213,The Motherwell Medical Practice,11113,The Motherwell Medical Practice,Motherwell Health Centre,138-144 Windmillhill Street,MOTHERWELL,ML1 1TA,01698   265   193,17J,N,S08000032,S37000035,S01011474,Motherwell
566,60228,Glenboig Surgery,3681,Glenboig Surgery,8 Centre Street,GLENBOIG,"",ML5 2RY,01236   872   617,17J,N,S08000032,S37000035,S01011692,Cumbernauld North & Kilsyth
567,61061,Adam Avenue Practice,9715,Adam Avenue Practice,Dr R Clements & Partners,Airdrie Community Health Centre,"88 Graham Street, Airdrie",ML6 6DB,01236   763   581,17J,N,S08000032,S37000035,S01011643,Airdrie
568,61131,Tinto Medical Practice,5032,Tinto Medical Practice,Airdrie Community Health Centre,88 Graham Street,Airdrie,ML6 6DB,01236   748   488,17J,N,S08000032,S37000035,S01011643,Airdrie
569,61151,Bankhouse Medical Practice,4030,Bankhouse Medical Practice,Airdrie Community Health Centre,88 Graham Street,"Airdrie, Lanarkshire",ML6 6DB,01236   766   983,17J,N,S08000032,S37000035,S01011643,Airdrie
570,61170,Dr O Osibo,1737,Dr O Osibo,Airdrie Community Health Centre,88 Graham Street,Airdrie,ML6 6DB,01236   766   446,17J,N,S08000032,S37000035,S01011643,Airdrie
571,61216,Centenary Surgery,2137,Centenary Surgery,9 Centenary Gardens,Coatbridge,"",ML5 4BY,01236   423   355,17J,N,S08000032,S37000035,S01011573,Coatbridge
572,61240,The Faraday Medical Practice,6795,The Faraday Medical Practice,Coatbridge Health Centre,1 Centre Park Court,Coatbridge,ML5 3AP,01236   433   300,17J,N,S08000032,S37000035,S01011601,Coatbridge
573,61305,Kildrum Medical Practice,5657,Kildrum Medical Practice,Kildrum Health Centre,Lochlea Road,Cumbernauld,G67 2ES,01236   721   354,17J,N,S08000032,S37000035,S01011754,Cumbernauld Central
574,61324,Condorrat Medical Practice,5289,Condorrat Medical Practice,Condorrat Health Centre,"16 Airdrie Road, Condorrat",Cumbernauld,G67 4DN,01236   733   221,17J,N,S08000032,S37000035,S01011729,Cumbernauld Central
575,61339,Caledonia Medical Practice,10871,Caledonia Medical Practice,North Carbrain Road,Town Centre,Cumbernauld,G67 1BJ,01236   731   738,17J,N,S08000032,S37000035,S01011745,Cumbernauld Central
576,61343,Dr Carroll & Partners,12079,Dr Carroll & Partners,Central Health Centre,"North Carbrain Road, Town Centre",Cumbernauld,G67 1BJ,01236   737   214,17J,N,S08000032,S37000035,S01011745,Cumbernauld Central
577,61358,Kenilworth Medical Centre,12976,Kenilworth Medical Centre,Kenilworth Court,Greenfaulds,Cumbernauld,G67 1BP,01236   727   816,17C,N,S08000032,S37000035,S01011742,Cumbernauld Central
578,61377,Abronhill Medical Group,4603,Abronhill Medical Group,Abronhill Health Centre,"Pine Road, Abronhill",Cumbernauld,G67 3BE,01236   723   223,17J,N,S08000032,S37000035,S01011761,Cumbernauld Central
579,61381,Dr DJ Clifford,3031,Dr DJ Clifford,Abronhill Health Centre,"Pine Road, Abronhill",Cumbernauld,G67 3BE,01236   727   654,17J,N,S08000032,S37000035,S01011761,Cumbernauld Central
580,61447,Waverley Medical Practice,21008,Waverley Medical Practice,Coatbridge Health Centre,1 Centre Park Court,Coatbridge,ML5 3AP,01236   422   311,17J,N,S08000032,S37000035,S01011601,Coatbridge
581,61451,Coatbank Medical Practice,7759,Coatbank Medical Practice,Coatbridge Health Centre,1 Centre Park Court,Coatbridge,ML5 3AP,01236   422   950,17J,N,S08000032,S37000035,S01011601,Coatbridge
582,61466,Atrium Medical Practice,6527,Atrium Medical Practice,Buchanan Centre,126-130 Main Street,Coatbridge,ML5 3BJ,01236   421   211,17J,N,S08000032,S37000035,S01011601,Coatbridge
583,61485,Church Street Practice,6144,Church Street Practice,Buchanan Centre,126-130 Main Street,Coatbridge,ML5 3BJ,01236   422   678,17J,N,S08000032,S37000035,S01011601,Coatbridge
584,61502,Kilsyth Medical Partnership,14120,Kilsyth Medical Partnership,Kilsyth Community Health Centre,Airdrie Road,Kilsyth,G65 9JE,01236   801   677,17J,N,S08000032,S37000035,S01011797,Cumbernauld North & Kilsyth
585,61625,WELLWYND PRACTICE,20832,WELLWYND PRACTICE,AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,AIRDRIE,ML6 6DB,01236   769   333,17J,N,S08000032,S37000035,S01011643,Airdrie
586,61644,Strathcalder Practice,8119,Strathcalder Practice,Alison Lea Medical Centre,Alison Lea,EAST KILBRIDE,G74 3BE,01355   227   220,17J,N,S08000032,S37000028,S01012922,East Kilbride & Strathaven
587,61659,Thistle Medical Practice,6662,Thistle Medical Practice,Airdrie Community Health Centre,88 Graham Street,AIRDRIE,ML6 6DB,01236   768   181,17J,N,S08000032,S37000035,S01011643,Airdrie
588,62011,Mossend Surgery,6102,Mossend Surgery,494 Main Street,Bellshill,Lanarkshire,ML4 1DQ,01698   748   421,17J,N,S08000032,S37000035,S01011522,Bellshill
589,62031,Bruce Medical Centre,8637,Bruce Medical Centre,2 Pollock Street,Mossend,Bellshill,ML4 1QD,01698   747   666,17J,N,S08000032,S37000035,S01011522,Bellshill
590,62045,Fullwood Medical Practice,2542,Fullwood Medical Practice,120 Stevenston Street,New Stevenston,Motherwell,ML1 4LT,01698   834   488,17J,N,S08000032,S37000035,S01011461,Bellshill
591,62050,John Street Surgery,8043,John Street Surgery,C/O Bellshill Community Health Clinic,Greenmoss Place,Bellshill,ML4 1PS,01698   575   738,17J,N,S08000032,S37000035,S01011522,Bellshill
592,62115,Newarthill Medical Practice,3188,Newarthill Medical Practice,15 Carfin Road,Newarthill,Lanarkshire,ML1 5AG,01698   732   501,17J,N,S08000032,S37000035,S01011459,Bellshill
593,62120,Drs Rao/Raman,3202,Drs Rao/Raman,43/45 Main Street,Holytown,Lanarkshire,ML1 4TH,01698   732   463,17J,N,S08000032,S37000035,S01011499,Bellshill
594,62219,High Mill Medical Practice,6712,High Mill Medical Practice,Carluke Community Health Centre,40 Chapel Street,Carluke,ML8 4BA,01555   771   012,17J,N,S08000032,S37000028,S01012602,Clydesdale
595,62223,St Luke's Medical Practice,11430,St Luke's Medical Practice,Carluke Community Health Centre,40 Chapel Street,Carluke,ML8 4BA,01555   752   150,17J,N,S08000032,S37000028,S01012602,Clydesdale
596,62312,Biggar Medical Practice,7713,Biggar Health Centre,South Croft Road,Biggar,Lanarkshire,ML12 6BE,01899   220   383,17J,N,S08000032,S37000028,S01012576,Clydesdale
597,62346,Kingshill Medical Practice,2925,Kingshill Medical Practice,40 Manse Road,Forth,Lanarkshire,ML11 8AJ,01555   811   200,17J,N,S08000032,S37000028,S01012590,Clydesdale
598,62510,Douglasdale Medical Practice,5384,Douglasdale Medical Practice,69 Ayr Road,Douglas,Lanarkshire,ML11 0PX,01555   851   226,17J,Y,S08000032,S37000028,S01012638,Clydesdale
599,62596,Dr GD Brough & Partners,7446,Dr GD Brough & Partners,30 Lauchope Street,Chapelhall,Airdrie,ML6 8SR,01236   762   144,17J,N,S08000032,S37000035,S01011624,Airdrie
600,62609,Orchard Medical Centre,13070,Orchard Medical Centre,41 Ladywell Road,Motherwell,Lanarkshire,ML1 3JX,01698   242   700,17J,N,S08000032,S37000035,S01011480,Motherwell
601,62628,Blackwood Medical Practice,3831,Blackwood Medical Practice,125 Carlisle Road,Blackwood,Lanarkshire,ML11 9SB,01555   893   961,17J,Y,S08000032,S37000028,S01012649,Clydesdale
602,62632,Glebe Medical Practice,6368,Glebe Medical Centre,Abbeygreen,Lesmahagow,"",ML11 0DB,01555   892   328,17J,N,S08000032,S37000028,S01012645,Clydesdale
603,62666,Willow Wood Medical Practice,3650,Willow Wood Medical Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698   361   716,17J,N,S08000032,S37000035,S01011401,Wishaw Houldsworth
604,62671,Clyde View Medical Practice,8594,Clyde View Medical Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698   372   201,17J,N,S08000032,S37000035,S01011401,Wishaw Houldsworth
605,62690,Clyde Practice,2629,Clyde Practice,Motherwell Health Centre,138/144 Windmillhill Street,Motherwell,ML1 1TB,01698   266   525,17C,N,S08000032,S37000035,S01011474,Motherwell
606,62702,Drs Keenan & Fisher,3366,Drs Keenan & Fisher,Motherwell Health Centre,138/144 Windmillhill Street,Motherwell,ML1 1TB,01698   264   164,17J,N,S08000032,S37000035,S01011474,Motherwell
607,62717,Dr A Porte & Partners,9974,Dr A Porte & Partners,Glencairn Medical Practice,"Modyrvale Medical Centre, Toll Street",Motherwell,ML1 2PJ,01698   265   566,17J,N,S08000032,S37000035,S01011381,Motherwell
608,62736,Knowetop Medical Practice,4347,Knowetop Medical Practice,Motherwell Health Centre,138-144 Windmillhill Street,Motherwell,ML1 1TB,01698   263   288,17J,N,S08000032,S37000035,S01011474,Motherwell
609,62844,Forestbank Medical Partnership,3633,Forestbank Medical Partnership,Harthill Health Centre,24/26 Victoria Street,Harthill,ML7 5QE,01501   751   795,17J,N,S08000032,S37000035,S01011442,"Newmains, Shotts & Harthill"
610,62897,Dr George Practice,1962,Dr George Practice,Shotts Health Centre,36 Station Road,Shotts,ML7 5DS,01501   821   544,17J,N,S08000032,S37000035,S01011435,"Newmains, Shotts & Harthill"
611,62914,Dryburgh Medical Practice,4324,Dryburgh Medical Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698   357   766,17J,N,S08000032,S37000035,S01011401,Wishaw Houldsworth
612,62933,Logan Practice,9780,Logan Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698   373   341,17J,N,S08000032,S37000035,S01011401,Wishaw Houldsworth
613,62967,Branchalwood Medical Practice,5709,Branchalwood Medical Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698   372   888,17J,N,S08000032,S37000035,S01011401,Wishaw Houldsworth
614,62986,Burnbrae Medical Practice,9148,Burnbrae Medical Practice,Shotts Health Centre,36 Station Road,Shotts,ML7 4DS,01501   822   099,17J,N,S08000032,S37000035,S01011431,"Newmains, Shotts & Harthill"
615,62991,Rosehall Surgery,2800,Rosehall Surgery,269 Station Road,Dykehead,Shotts,ML7 4AR,01501   824   990,17J,N,S08000032,S37000035,S01011431,"Newmains, Shotts & Harthill"
616,63033,Calderside Medical Practice,7071,Calderside Medical Practice,Blantyre Health Centre,64 Victoria Street,Blantyre,G72 0BS,01698   828   868,17J,N,S08000032,S37000028,S01012760,Blantyre
617,63052,Victoria Medical Practice,5399,Victoria Medical Practice,Blantyre Health Centre,Victoria Street,Blantyre,G72 0BS,01698   826   331,17J,N,S08000032,S37000028,S01012760,Blantyre
618,63118,Bothwell Medical Centre,10634,Bothwell Medical Centre,3 Uddingston Road,Bothwell,Lanarkshire,G71 8ET,01698   852   299,17J,N,S08000032,S37000028,S01012798,"Bothwell, Uddingston & Viewpark"
619,63231,Mavor Medical Practice,9025,Mavor Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355   573   790,17J,N,S08000032,S37000028,S01012928,East Kilbride Hunter
620,63245,Kirkview Medical Practice,7424,Kirkview Medical Practice,Hunter Community Health Centre,Andrew Street,East Kilbride,G74 1AD,01355   575   630,17J,N,S08000032,S37000028,S01012928,East Kilbride Hunter
621,63250,Kittoch Medical Practice,7690,Kittoch Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355   271   080,17J,N,S08000032,S37000028,S01012928,East Kilbride Hunter
622,63264,Huntergreen Medical Practice,7680,Huntergreen Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355   578   030,17J,N,S08000032,S37000028,S01012928,East Kilbride Hunter
623,63283,Kilbryde Medical Practice,4160,Kilbryde Medical Practice,Hunter Health Community Centre,Andrew Street,East Kilbride,G74 1AD,01355   906   644,17J,N,S08000032,S37000028,S01012928,East Kilbride Hunter
624,63298,Calderglen Medical Practice,5936,Calderglen Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355   572   770,17J,N,S08000032,S37000028,S01012928,East Kilbride Hunter
625,63301,The Murray Surgery,11347,The Murray Surgery,50 The Murray Road,East Kilbride,"",G75 0RT,01355   225   374,17J,N,S08000032,S37000028,S01012974,East Kilbride & Strathaven
626,63334,Auchinraith Medical Practice,5374,Auchinraith Medical Practice,Blantyre Health Centre,64 Victoria Street,Blantyre,G72 0BS,01698   823   260,17J,N,S08000032,S37000028,S01012760,Blantyre
627,63419,Burnbank Medical Centre,8091,Burnbank Medical Centre,18 Burnbank Centre,Hamilton,Lanarkshire,ML3 0NQ,01698   286   555,17J,N,S08000032,S37000028,S01012786,Hamilton
628,63423,Portland Park Medical Centre,6753,Portland Park Medical Centre,51 Portland Park,Hamilton,"",ML3 7JY,01698   284   353,17J,N,S08000032,S37000028,S01012713,Hamilton
629,63438,Wellhall Medical Centre,11739,Wellhal Medical Centre,4 Hillhouse Road,HAMILTON,"",ML3 9TZ,01698   285   818,17J,N,S08000032,S37000028,S01012781,Hamilton
630,63442,Oak Lodge,6969,Oak Lodge,32 Miller Street,Hamilton,Lanarkshire,ML3 7EN,01698   282   350,17J,N,S08000032,S37000028,S01012717,Hamilton
631,63457,Douglas Street Surgery,7670,Douglas Street Surgery,1 Douglas Street,Hamilton,Lanarkshire,ML3 0DR,01698   286   262,17J,N,S08000032,S37000028,S01012793,Hamilton
632,63461,Hamilton West Medical Practice,6693,Hamilton West Medical Practice,53 Burnbank Road,Hamilton,Lanarkshire,ML3 9AQ,01698   281   407,17J,N,S08000032,S37000028,S01012792,Hamilton
633,63476,Drs Clokey & McShane,5138,Drs Clokey & McShane,Cadzow Health Centre,187 Low Waters Road,Hamilton,ML3 7QQ,01698   327   028,17J,N,S08000032,S37000028,S01012711,Hamilton
634,63481,Dr JM Simpson & Partners,7643,Dr JM Simpson & Partners,Low Waters Medical Centre,11 Mill Road,Hamilton,ML3 8AA,01698   283   626,17J,N,S08000032,S37000028,S01012710,Hamilton
635,63508,Calderlea Surgery,5846,Calderlea Surgery,Alison Lea Medical Centre,Alison Lea,East Kilbride,G74 3BE,01355   578   009,17J,N,S08000032,S37000028,S01012922,East Kilbride & Strathaven
636,63512,Gallowhill Medical Centre,1677,Gallowhill Medical Centre,4-6 Gallowhill,Larkhall,Lanarkshire,ML9 1EX,01698   884   082,17J,N,S08000032,S37000028,S01012661,Larkhall/Stonehouse
637,63527,Morgan Glen Surgery,9759,Morgan Glen Surgery,Morgan Glen Place,Larkhall,Lanarkshire,ML9 1RJ,01698   882   105,17J,N,S08000032,S37000028,S01012661,Larkhall/Stonehouse
638,63546,Macinnes Medical Centre,8379,Macinnes Medical Centre,60/64 High Street,Newarthill,Lanarkshire,ML1 5JU,01698   860   246,17J,N,S08000032,S37000035,S01011453,Bellshill
639,63616,The Avon Medical Practice,13259,The Avon Medical Practice,1 Academy Street,Larkhall,Lanarkshire,ML9 2BJ,01698   552   930,17J,N,S08000032,S37000028,S01012664,Larkhall/Stonehouse
640,63724,Lanarkshire Medical Group,18462,Lanarkshire Medical Group,Strathaven Health Centre,The Ward,Strathaven,ML10 6AS,01357   522   993,17J,N,S08000032,S37000028,S01012688,East Kilbride & Strathaven
641,63739,Avondale Medical Practice,7908,Avondale Medical Practice,Strathaven Medical Centre,The Ward,Strathaven,ML10 6AS,01357   529   595,17J,N,S08000032,S37000028,S01012688,East Kilbride & Strathaven
642,63813,Lincluden Medical Centre,8731,Lincluden Medical Centre,82 Bellshill Road,Uddingston,"",G71 7NE,01698   813   873,17J,N,S08000032,S37000028,S01012808,"Bothwell, Uddingston & Viewpark"
643,63828,Old Mill Surgery,8225,Old Mill Surgery,Viewpark Health Centre,119 Burnhead Street,"Viewpark, Lanarkshire",G71 5SU,01698   815   111,17J,N,S08000032,S37000035,S01011540,"Bothwell, Uddingston & Viewpark"
644,63832,Viewpark Health Centre,2943,Viewpark Health Centre,119 Burnhead Street,Viewpark,Uddingston,G71 5RR,01698   813   753,17J,N,S08000032,S37000035,S01011539,"Bothwell, Uddingston & Viewpark"
645,63890,Manse Road Medical Centre,4421,Manse Road Medical Centre,18 Manse Road,Newmains,"",ML2 9AX,01698   383   296,17J,N,S08000032,S37000035,S01011417,"Newmains, Shotts & Harthill"
646,63902,Calder Valley Surgery,2081,Calder Valley Surgery,Houldsworth Centre,Kenilworth Avenue,"Wishaw, Lanarkshire",ML2 7LP,01698   356   420,17J,N,S08000032,S37000035,S01011401,Wishaw Houldsworth
647,63917,Medwyn Medical Practice,6074,Medwyn Medical Practice,The Health Centre,7 Biggar Road,Carnwath,ML11 8HJ,"",17J,N,S08000032,S37000028,S01012584,Clydesdale
648,63921,LMG - Lanark,12296,LMG - Lanark,Woodstock Road,Lanark,"",ML11 7DH,"",17J,N,S08000032,S37000028,S01012630,Clydesdale
649,65931,Challenging Patients Service,57,Challenging Patients Service,c/o Blantyre Health Centre,Victoria Street,Blantyre,G72 0BS,01698   727   539,2C,N,S08000032,S37000028,S01012760,Lanarkshire Undefined
650,70075,Braids Medical Practice,9858,Braids Medical Practice,6 Camus Avenue,Edinburgh,"",EH10 6QT,0131 445  5999,17J,N,S08000024,S37000012,S01008539,Edinburgh South West - Pentlands
651,70094,The Green Practice,10123,The Green Practice,Stockbridge Health Centre,1 India Place,Edinburgh,EH3 6EH,0131 260  9227,17C,N,S08000024,S37000012,S01008860,Edinburgh North West - Bridge
652,70107,Leven Medical Practice,6652,Leven Medical Practice,Tollcross Health Centre,Ponton Street,Edinburgh,EH3 9QQ,0131 536  9700,17J,N,S08000024,S37000012,S01008665,Edinburgh South West - Canal
653,70126,Southfield Medical Practice,4529,Southfield Medical Practice,132 Mountcastle Drive South,Edinburgh,"",EH15 3LL,0131 549  7340,17J,N,S08000024,S37000012,S01008712,Edinburgh North East - East
654,70131,Colinton Surgery,11877,Colinton Surgery,296b Colinton Road,Edinburgh,"",EH13 0LB,0131 441  4555,17J,N,S08000024,S37000012,S01008446,Edinburgh South West - Pentlands
655,70164,Ferniehill Surgery,6920,Ferniehill Surgery,8 Ferniehill Road,Edinburgh,"",EH17 7AB,0131 664  2166,17J,N,S08000024,S37000012,S01008565,Edinburgh South East - South
656,70179,Leith Surgery,10361,Leith Surgery,2 Duke Street,Edinburgh,"",EH6 8HQ,0131 554  6471,17J,N,S08000024,S37000012,S01008793,Edinburgh North East - Leith
657,70198,Niddrie Medical Practice,4233,Niddrie Medical Practice,Craigmillar Medical Centre,106 Niddrie Mains Road,Edinburgh,EH16 4DT,0131 652  2004,17J,N,S08000024,S37000012,S01008705,Edinburgh North East - East
658,70215,Craigmillar Medical Group,11110,Craigmillar Medical Group,Craigmillar Medical Centre,106 Niddrie Mains Road,Edinburgh,EH16 4DT,0131 322  2111,17J,N,S08000024,S37000012,S01008705,Edinburgh North East - East
659,70220,Ladywell Medical Centre (West),10868,Ladywell Medical Centre (West),Ladywell Road,Edinburgh,"",EH12 7TB,0131 334  3602,17J,N,S08000024,S37000012,S01008975,Edinburgh North West - Tower
660,70234,The Long House Surgery,8051,The Long House Surgery,The Long House,73 East Trinity Road,Edinburgh,EH5 3EL,0131 552  4919,17J,N,S08000024,S37000012,S01008826,Edinburgh North West - Bridge
661,70253,Whinpark Medical Practice,10968,Whinpark Medical Practice,Whinpark Medical Centre,6 Saughton Road,Edinburgh,EH11 3RA,0131 455  7999,17J,N,S08000024,S37000012,S01008481,Edinburgh South West - Canal
662,70268,Brunton Place Surgery,9487,Brunton Place Surgery,9 Brunton Place,Edinburgh,"",EH7 5EG,0131 557  5545,17J,N,S08000024,S37000012,S01008808,Edinburgh North East - Leith
663,70272,Dr Steve Allan & Partners,10409,Dr Steve Allan & Partners,Bangholm Medical Centre,Bangholm Loan,Edinburgh,EH5 3AH,0131 552  7676,17C,N,S08000024,S37000012,S01008823,Edinburgh North West - Bridge
664,70291,Inchpark Surgery,5825,Inchpark Surgery,10 Marmion Crescent,Edinburgh,"",EH16 5QU,0131 666  2121,17J,N,S08000024,S37000012,S01008583,Edinburgh South East - South
665,70319,West End Medical Practice,11256,West End Medical Practice,36 Manor Place,Edinburgh,"",EH3 7EB,0131 225  5220,17C,N,S08000024,S37000012,S01008868,Edinburgh North West - Bridge
666,70323,Bruntsfield Medical Practice,12150,Bruntsfield Medical Practice,11 Forbes Road,Edinburgh,"",EH10 4EY,0131 228  6081,17J,N,S08000024,S37000012,S01008637,Edinburgh South East - North
667,70361,Ladywell Medical Centre (East),10907,Ladywell Medical Centre (East),26 Featherhall Avenue,Edinburgh,"",EH12 7UN,0131 334  5000,17J,N,S08000024,S37000012,S01008975,Edinburgh North West - Tower
668,70376,Liberton Medical Group,7929,Liberton Medical Group,65 Liberton Gardens,Edinburgh,"",EH16 6JT,0131 664  3050,17J,N,S08000024,S37000012,S01008577,Edinburgh South East - South
669,70381,Mackenzie Medical Centre,8407,Mackenzie Medical Centre,20 West Richmond Street,Edinburgh,"",EH8 9DX,0131 651  1000,17J,N,S08000024,S37000012,S01008681,Edinburgh South East - South
670,70408,Dr Thyne & Partners,9350,Dr Thyne & Partners,Stockbridge Health Centre,1 India Place,Edinburgh,EH3 6EH,0131 225  9191,17C,N,S08000024,S37000012,S01008860,Edinburgh North West - Bridge
671,70412,Grange Medical Group,7827,Grange Medical Group,1 Beaufort Road,Edinburgh,"",EH9 1AG,0131 447  1646,17J,N,S08000024,S37000012,S01008610,Edinburgh South East - North
672,70427,Milton Surgery,7572,Milton Surgery,132 Mountcastle Drive South,Edinburgh,"",EH15 3LL,0131 549  7300,17C,N,S08000024,S37000012,S01008712,Edinburgh North East - East
673,70451,Meadows Medical Practice,5465,Meadows Medical Practice,9 Brougham Place,Edinburgh,"",EH3 9HW,0131 229  7709,17J,N,S08000024,S37000012,S01008666,Edinburgh South East - North
674,70470,Dalkeith Road Medical Practice,3885,Dalkeith Road Medical Practice,145 Dalkeith Road,Edinburgh,"",EH16 5HQ,0131 667  1289,17J,N,S08000024,S37000012,S01008598,Edinburgh South East - South
675,70499,Annandale Medical Practice,7840,Annandale Medical Practice,Bellevue Medical Centre,26 Huntingdon Place,Edinburgh,EH7 4AT,0131 556  8196,17J,N,S08000024,S37000012,S01008845,Edinburgh North East - Leith
676,70501,Murrayfield Medical Practice,7354,Murrayfield Medical Practice,13b Riversdale Crescent,Edinburgh,"",EH12 5QX,0131 337  6151,17C,N,S08000024,S37000012,S01008876,Edinburgh North West - Tower
677,70516,Gracemount Medical Practice,8654,Gracemount Medical Practice,24 Gracemount Drive,Edinburgh,"",EH16 6RN,0131 664  2377,17J,N,S08000024,S37000012,S01008557,Edinburgh South East - South
678,70521,The Hopetoun Practice,7442,The Hopetoun Practice,Bellevue Medical Centre,26 Huntingdon Place,Edinburgh,EH7 4AT,0131 556  2642,17J,N,S08000024,S37000012,S01008845,Edinburgh North East - Leith
679,70535,Blackhall Medical Centre,6667,Blackhall Medical Centre,51 Hillhouse Road,Edinburgh,"",EH4 3TH,0131 332  7696,17C,N,S08000024,S37000012,S01008893,Edinburgh North West - Tower
680,70569,Restalrig Park Medical Centre,6146,Restalrig Park Medical Centre,40 Alemoor Crescent,Edinburgh,"",EH7 6UJ,0131 454  2110,2C,N,S08000024,S37000012,S01008760,Edinburgh North East - Leith
681,70573,Crewe Medical Centre,10011,Crewe Medical Centre,135 Boswall Parkway,Edinburgh,"",EH5 2LY,0131 552  5544,17C,N,S08000024,S37000012,S01008909,Edinburgh North West - Bridge
682,70588,The Southern Medical Group,7810,The Southern Medical Group,322 Gilmerton Road,Edinburgh,"",EH17 7PR,0131 664  2148,17J,N,S08000024,S37000012,S01008576,Edinburgh South East - South
683,70592,University Health Service,24465,University Health Service,6 Bristo Square,Edinburgh,"",EH8 9AL,0131 650  2777,17J,N,S08000024,S37000012,S01008673,Edinburgh South East - South
684,70605,Durham Road Medical Group,6125,Durham Road Medical Group,25 Durham Road,Edinburgh,"",EH15 1NY,0131 669  1153,17J,N,S08000024,S37000012,S01008735,Edinburgh North East - East
685,70610,Craiglockhart Medical Group,9201,Craiglockhart Medical Group,Allermuir Health Centre,165 Colinton Mains Drive,Edinburgh,EH13 9AF,0131 312  2140,17J,N,S08000024,S37000012,S01008526,Edinburgh South West - Pentlands
686,70639,Dr A Comiskey and Partners,11209,Dr A Comiskey and Partners,Conan Doyle Medical Centre,4 Nether Liberton Lane,Edinburgh,EH16 5TY,0131 666  5160,17C,N,S08000024,S37000012,S01008587,Edinburgh North East - East
687,70658,Baronscourt Surgery,7308,Baronscourt Surgery,89 Northfield Broadway,Edinburgh,"",EH8 7RX,0131 657  5444,17J,N,S08000024,S37000012,S01008742,Edinburgh North East - East
688,70662,Muirhouse Medical Group,18316,Muirhouse Medical Group,Muirhouse Medical Centre,1 Muirhouse Avenue,Edinburgh,EH4 4PL,0131 202  4444,17J,N,S08000024,S37000012,S01008931,Edinburgh North West - Bridge
689,70709,Davidson's Mains Medical Centre,5786,Davidson's Mains Medical Centre,5 Quality Street,Davidsons Mains,Edinburgh,EH4 5BP,0131 336  2291,17C,N,S08000024,S37000012,S01008937,Edinburgh North West - Tower
690,70747,Summerside Medical Practice,6356,Summerside Medical Practice,Summerside Medical Centre,29b Summerside Place,Edinburgh,EH6 4NY,0131 554  3533,17J,N,S08000024,S37000012,S01008821,Edinburgh North East - Leith
691,70766,Marchmont Medical Practice,1840,Marchmont Medical Practice,10 Warrender Park Terrace,Edinburgh,"",EH9 1JA,0131 229  6314,17J,N,S08000024,S37000012,S01008621,Edinburgh South East - North
692,70785,St Triduana's Medical Practice,11513,St Triduana's Medical Practice,54 Moira Park,Edinburgh,"",EH7 6RU,0131 657  3341,17J,N,S08000024,S37000012,S01008742,Edinburgh North East - East
693,70790,Morningside Medical Practice,8913,Morningside Medical Practice,2 Morningside Place,Edinburgh,"",EH10 5ER,0131 452  8406,17J,N,S08000024,S37000012,S01008636,Edinburgh South East - North
694,70841,St Leonard's Medical Centre,8050,St Leonard's Medical Centre,145 Pleasance,Edinburgh,"",EH8 9RU,0131 668  4547,17J,N,S08000024,S37000012,S01008681,Edinburgh South East - South
695,70893,Braefoot Medical Practice,5233,Braefoot Medical Practice,Conan Doyle Medical Centre,4 Nether Liberton Lane,Edinburgh,EH16 5TY,0131 667  2240,2C,N,S08000024,S37000012,S01008587,Edinburgh South East - South
696,70906,Sighthill Red Medical Practice,3825,Sighthill Red Medical Practice,Sighthill Health Centre,Calder Road,Edinburgh,EH11 4AU,0131 537  7040,17J,N,S08000024,S37000012,S01008468,Edinburgh South West - Canal
697,70911,Sighthill Green Medical Practice,10149,Sighthill Green Medical Practice,Sighthill Health Centre,Calder Road,Edinburgh,EH11 4AU,0131 537  7060,17J,N,S08000024,S37000012,S01008468,Edinburgh South West - Canal
698,70925,Riccarton General Practice,9351,Riccarton General Practice,Heriot-Watt University Medical Centre,Riccarton,Edinburgh,EH14 4AS,0131 451  3010,17J,N,S08000024,S37000012,S01008425,Edinburgh South West - Pentlands
